Category, Entry
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"PLYMOUTH BEACON. 2121 Gratiot Ave., Detroit, Mich. Official organ Local 51, United Automobile Workers of America. CIO."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"UNITED AUTOMOBILE WORKER, LOCAL 2 EYE OPENER EDITION (w) Wed. 1320 Clay Ave., Detroit, Mich. Official organ Local 2, United Auto mobile Workers of America. CIO. Est. 1939, 5 cols., 4 pp., 5c per issue. Elliot Bradas, ed. Local labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. I. O. AUTO WORKER, FLINT EDITION (w) Tues. 710 Flint P. Smith Bldg., Flint, Mich. Official organ United Automobile Workers of America. CIO. Est. 1939, 5 cols., 8 pp., 1c per issue. R. H. Marlatt, managing ed. Local and national labor news. Women's Auxiliary notes, sports. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"LANSING AUTO WORKER (w) Wed. 2151 N. Wash ington Ave., Lansing, Mich. Official organ Local 182, United Automobile Workers of America. CIO. Est. 1937, 5 cols., 4 pp., 5c per issue. Lester Washburn, ed. Local and national labor news. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. I. O. AUTO WORKER, PONTIAC EDITION (w) Tues. Edit. add., 148i/2 N. Saginaw, Pontiac, Mich. Pubn. add., 710 Flint P. Smith Bldg., Flint, Mich. Official organ United Automobile Workers of Amer ica. CIO. Est. 1939, 5 cols., 8 pp., 1c per issue. R. H. Marlatt, managing ed. Local and national labor news. Women's Auxiliary notes, sports. Lo cal ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"THE UNIONIST (w) Fri. 510 E. pakland, Austin, Minn. Official organ Local 9, Packinhouse Workers Organizing Committee. CIO. Est. 1935, 6 cols., 6 pp., $2 per yr. Svend Godfredsen, ed. Local and national labor news. Sports. Local and national ads ; classified ads. 3,500 circ., estimated. UNS, FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"MIDWEST LABOR (w) Fri. Winthrpp Bldg., Duluth, Minn. Official organ Duluth Industrial Council. CIO. Est. 1937, 8 cols., 4 pp., $1.50 per yr., 5c per issue. S. K. Davis, ed. Local and national labor news. Lo cal ads. Uses mats. 9,000 circ., estimated. UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"MINER'S VOICE (m) 1st of mo. Box 1127, Butte, Mont. Official organ Butte Miners Union No. 1. CIO. Est. 1935, 5 cols., 4 pp. William Mason, sec. Local and national labor news. No ads. Uses mats. UNS, FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"PEOPLE'S PRESS, NORTHERN NEW JERSEY EDITION (w) Sat. Edit. add., 427 Prospect St., East Orange, N. J. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ of 54 New Jersey labor unions. CIO. Est. 1935, 5 cols., $1 per yr. Cameron Mackenzie, ed. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"E-J UNION NEWS (w) Mon. 34 Chenango St., Bingham, N. Y. Official organ E-J Workers Organizing Committee of the United Shoe Workers of America. CIO. Est. 1939, 5 cols., 8 pp., $1.50 per yr., 5c per issue. George Martin, ed. Columnist: Len De Caux. Local and national labor news. Italian column. No ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"BUILDING TRADES UNION PRESS (w) Sat. Edit. add., 1133 Broadway, New York, N. Y. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Trade Union Serv ice, Inc., pubr. CIO. Est. 1938, 5 cols., $1 per yr. Harry Kelber, ed. 10,404 circ., sworn statement."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"CIVIL SERVICE NEWS VIEWS (m) 15th of mo. 114 E. 16th St., New York, N. Y. Official organ Federation of Architects, Engineers, Chemists and Technicians, Local 23. CIO. Est. 1938, 8V2 by 11 in., 5 pp. Local and national labor news. Local and national ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"CIVIL SERVICE STANDARD (w) Fri. 3 Beekman St., New York, N. Y. Official organ District No. 1 of the State, County and Municipal Workers of America. CIO. Harry Ross, ed. Local and national labor news. Consumers' notes. Local ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"FURRIERS BULLETIN (m) 1st of mo. 250 W. 26th St., New York, N. Y. Official organ Furriers Joint Council, Int. Fur Workers Union. CIO. Est. 1938, 3 cols., 4 pp., 5c per issue. Local and national labor news. National general news. Yiddish section. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"NEWS LETTER, THE (m) 1st of mo. 39 E. 30th St., New York, N. Y. Official organ Social Service Employees Union, Local 19. CIO. Est. 1937, 2 cols., 6 pp. Evelyn Adler, pres. Local and national labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"PAINT WORKER, THE (m) 1st of mo. 1 Bedford Ave., Brooklyn, New York, N. Y. Official organ Local 12129, United Mine Workers of America, Dis trict 50. CIO. Edward Wallace, ed. Local and na tional labor news. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"PEOPLE'S PRESS, NEW YORK EDITION (w) Sat. Edit, add., 1133 Broadway, New York, N. Y. Pubn. add., 225 S. 5th St., Philadelphia, Pa. Official organ Bakery and Confectionery Workers Locals. CIO. Est. 1935, 5 cols., $1 per yr. Cameron Mackenzie, ed. Uses mats. UNS, FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"RETAIL DRUG WORKERS, THE (m) 1st of mo. 250 W. 57th St., New York, N. Y. Official organ Re tail Drug Store Employees Union, Local 1199, U. R. W. E. A. CIO. Est. 1938, 8% by 11 in., 22 pp., $1 per yr., 15c per issue. Jack Schwartz, ed. Local and national labor news. Movies. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"SHOE REPORTER, THE (m) 1st of mo. 125 W. 45th St., New York, N. Y. Official organ Retail Shoe Salesman's Union No. 1268. CIO. Est. 1938, 8V2 by 11 in., 8 pp. Sidney Steinman, ed. Local and national labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"TEXTILE LABOR (m) 1st of mo. Edit. add., 44 E. 23d St., New York, N. Y. Pubn. add., 1512 Walnut St., Philadelphia, Pa. Official organ Textile Work ers' Organizing Committee. CIO. Est. 1939, 5 cols., 8 pp., 60c per yr., 5c per issue. Flo Pryor, ed. Na tional labor news. No adds. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ELECTRICAL UNION NEWS (m) 1st of mo. 301 Liberty St., Schenectady, N. Y. Official organ Local No. 301, United Electrical, Radio and Machine Work ers of America. CIO. Est. 1939, 5 cols., 4 pp. L. Jandreau, ed. Local and national labor news. No ads. Uses mats. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"UNION ADVOCATE, THE. P. O. Box 727, Durham, N. C. CIO."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"INDUSTRIAL LEADER, THE (w) Fri. 241 N. Lib erty St., Winston-Salem, N. C. Official organ Textile Workers Union of America. CIO. Est. 1935, 5 cols., 4 pp., $1 per yr., 5c per issue. W. T. Bradford. ed. Local and national labor news. Local ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"CLEVELAND UNION LEADER, THE (w) Thur. 2110 Superior Ave., Cleveland, Ohio. Cleveland Union Leader Co., pubr. CIO. Est. 1937, 8 cols., 4 pp., $1.50 per yr., 3c per issue. Ted Cox, ed. Col umnist : Len De Caux. Local and national labor and general news. No ads. 8,000 circ., estimated. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"MCDONALD UNITER, THE (m) 1st of mo. McDon ald, Ohio. Official organ Local 1307, S. W. O. C. CIO. Est. 1938, 7 cols., 4 pp., 3c per issue. Eddie Weygandt, ed. Local labor news. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. I. O. NEWS, DIE CASTERS EDITION (w) Mon. 1605 Jefferson St., Toledo, Ohio. Official organ To ledo Industrial Union Council. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. W. F. Peters, ed. Local and national labor news, national general news. Theatre news. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. I. O. NEWS, TOLEDO INDUSTRIAL UNION COUNCIL (w) Mon. 1605 Jefferson Ave., Toledo, Ohio. Official organ Toledo Industrial Union Coun cil. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. W. F. Peters, ed. Columnist: Len De Caux. Local and national labor and general news. Movies. Local ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"D-X STRIKE (w. irreg.) Mon. P. O. Box 556, West Tulsa, Okla. Official organ Mid-Continent Strike Committee. CIO. Est. 1938, 8V2 by 13 in., 2 pp., Local labor news. No ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"LABOR NEW DEALER, THE (w) Fri. 314 Gov ernor Bldg., Portland, Ore. Official organ Portland and Oregon Industrial Union Councils. CIO. Est. 1937, 8 cols., 4 pp., $1.50 per yr., 5c per issue. Lee Coe, ed. Local and national labor and general news. Legal notices. Local and national ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"LIBERAL PRESS AND LABOR'S PRESS OF DELA WARE COUNTY (w) Thur. 524 Market St., Ches ter, Pa. Official organ 20 Labor Unions in Delaware County. CIO. Est. 1937, 5 cols., 8 pp., $1.50 per yr., 2c per issue. Stanley Milne, ed. Local and national labor news. Local ads. Uses mats. 10,000 circ., estimated. FP, UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ERIE COUNTY PRESS, THE (w) Thur. Room 303, Lincoln Bldg., Erie, Pa. Official organ Erie Indus trial Union Council. CIO. Est. 1938, 5 cols., 8 pp., $1.25 per yr., 3c per issue. Wade Shurtleff, ed. Local and national labor news. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"SPARK (m) 1st of mo. 11 W. 8th St., Erie, Pa. Offi cial organ United Electrical, Radio and Machine Workers of America, Local No. 506. CIO."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"PENNSYLVANIA REPORTER (m) 15th of mo. Front and Market Sts., Harrisburg, Pa. Official or gan Pennsylvania Region, State, County and Muni cipal Workers of America. CIO. Est. 1938, 5 cols., 4 pp., $1 per yr., 10c per issue. Jack Strobel, man aging ed. Local and national labor news. No ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ANTHRACITE TRI- DISTRICT NEWS (w) Fri. Hazleton, Pa. Official organ Districts 1, 7, 9, United Mine Workers of America. CIO. Est. 1917, 8 cols., 8 pp., $2 per yr. S. A. Kupstas, ed. Columnist : Len De Caux. Local and national labor and general news. Radio, movies, comics, women's page. Local ads. Uses mats. 22,000 circ., publisher's report. FP, ILPA."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ALUMINUM WORKERS JOURNAL (f) Thur. 526 9th St., New Kensington, Pa. Official organ Local 2, International Union Aluminum Workers of America. CIO. Est. 1936, 4 cols., 4 pp. Mary M. Peli, ed. Lo cal labor news. Sports. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"UNION LABOR RECORD (w) Thur. 1512 Walnut St., Philadelphia, Pa. Official organ Central Labor Councils of Camden, N. J., York and Easton, Pa., Delaware and Montgomery Counties, Pa. CIO. Est. 1928, 5 cols., 8 pp., $1 per yr., 5c per issue. David Schick, ed. Local and national labor news. Local and national ads. Uses mats. 45,000 circ., estimated. UNS, FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"STEEL LABOR (f ) . 1500 Commonwealth Bldg., Pitts burgh, Pa. Official organ Steel Workers Organizing Committee. CIO. Est. 1936, 4 cols., 48c per yr. Vincent Sweeney, ed. UNS."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"WORKERS DIGEST (w) Fri. Fayette Law Bldg., Uniontown, Pa. Official organ Connellsville Central Labor Council. CIO. Est. 1937, 7 cols., 6 pp., $1.50 per yr., 5c per issue. P. E. Connelly, ed. Local and national labor news. Local ads. Uses mats. 23,000 circ., estimated."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"AIR BRAKE UNION NEWS (b-m) 1st of mo. 516 Station St., Wilmerding, Pa. Official organ Local 610, United Electrical, Radio and Machine Workers of America. CIO. Est. 1939, 5 cols., 4 pp. Henry Holmes, sec. Local and national ads; classified ads."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"LABOR ADVOCATE, THE (w) Fri. 811 Virginia St., Charleston, W. Va. Official organ Industrial Union Councils of Logan, Kanawka and Mercer Coun ties. CIO. Est. 1933, 5 cols., 8 pp., $1 per yr., 5c per issue. Local and national labor news. Local and national ads. Comics."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"VOICE O'LABOR, THE (w) Fri. 163 Kirk St., Mor gantown, W. Va. Official organ Monongalia, Marion and Harrison County C. I. O. Councils. CIO. Est. 1935, 5 cols., 8 pp., $2 per yr., 5c per issue. F. R. Thompson, ed. Local and national labor news. Local general news. Sports, movies. Local and national ads. Uses mats. 3,000 circ., estimated. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"OHIO VALLEY LABOR NEWS (m) 2d week of mo. 1506 Market St., Wheeling, W. Va. Official organ Wheeling, Belmont and Jefferson County C. I. O. Councils. CIO. Est. 1937, 5 cols., 14 pp. av., $1 per yr., 10c per issue. Louis Pollock, ed. Columnist : Henry Zon. Local and national labor and general news. Comics, consumers' notes. Local ads. FP."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"C. I. O. NEWS; WISCONSIN EDITION (w) Mon. Plankington Arcade, Milwaukee, Wis. Official organ Wisconsin State and Milwaukee County Industrial Unions Councils. CIO. Est. 1938, 5 cols., 8 pp., $1 per yr., 3c per issue. Local and national labor and general news. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"PHOENIX - HOLEPROOF UNION NEWS (m) 1st of mo. 1012 N. 3d St., Milwaukee, Wis. Official organ Branch No. 16, American Federation of Hos iery Workers. CIO. Est. 1938, 4 cols., 8 pp., Milton Yoder, ed. Local and national labor and general news. Sports. Local ads. Uses mats."
CONGRESS OF INDUSTRIAL ORGANIZATIONS LOCAL UNIONS,"ALLIS - CHALMERS WORKERS' UNION NEWS (f ) 2d and 4th weeks. 6513 W. Greenfield Ave., West Allis, Wis. Official organ Local No. 248 United Auto Workers of America. CIO. Est. 1938, 5 col., 4 pp., 3c per issue. Harold Christoffel, ed. Local and na tional labor news. Sports. No ads. Uses mats. FP."
INDEPENDENT TRADE UNIONS,"ALASKA FISHING NEWS, THE (3 issues per week) Mon., Wed., Fri. 418 Mission St., Ketchikan, Alaska. Official organ Alaska Trollers' Association. Ind. Est. 1934, 5 cols., 8 pp., $3.50 per yr., 5c per issue. S. D. Charles, ed. Local and national labor and general news. Local and national ads; classified ads. UP, PCN."
INDEPENDENT TRADE UNIONS,"AMERICAN LACE WORKER, THE (b-m) 15th of mo. Edit. add., 545 W. Lehigh Ave., Philadelphia, Pa. Pubn. add., 404 N. Wesley Ave., Mount Morris, Ill. Official organ Amalgamated Lace Operatives of America. Ind. Est. 1931, 6 by 9 in., 10 pp. av. Local and national labor news. National general news. No ads."
INDEPENDENT TRADE UNIONS,"BROTHERHOOD OF LOCOMOTIVE FIREMEN AND ENGINEMEN'S MAGAZINE (m) 1st of mo. 2112 E. 46th St., Cleveland, Ohio. Official organ Brotherhood of Locomotive Firemen and Enginemen. Ind. Est. 1876, 8 by 1ly2 in., 93 pp., $2 per yr. R. L. Glenn, ed. Local and national labor news. Lo cal and national ads. Uses mats. 79,297 circ., sworn statement."
INDEPENDENT TRADE UNIONS,"BUTCHER AND GROCERY CLERKS JOURNAL (m) 1st of mo. 1140 Lake St., Oak Park, Ill. Of ficial organ Butcher and Grocery Clerks Association of Illinois. Ind. Est. 1885, 2 cols., $2 per yr. H. C. Harmon, ed."
INDEPENDENT TRADE UNIONS,"ENGINEERS' BULLETIN, THE (m) 1st of mo. 525 Cooper Bldg., Denver, Colo. Official organ Colorado Society of Engineers. Ind. Est. 1917, 8i/2 by 11 V2 in., 24 pp., $2 per yr., 25c per issue. C. M. Light- burn, ed. Local and national labor news. Book re views. Local ads. Uses mats."
INDEPENDENT TRADE UNIONS,"FEDERAL EMPLOYEE, THE (m) 1st of mo. Edit. add., 10 Independence Ave., Washington, D. C. Pubn. > add., 7770 Falkland Drive, Silver Spring, Md. Of ficial organ National Federation of Federal Employees. Ind. Est. 1916, 8i/2 by 11i/2 in., 32 pp. L. C. Stewart, ed. Local and national labor news. Local and national ads. Uses mats. 65,000 circ., estimated."
INDEPENDENT TRADE UNIONS,"FRATERNAL OUTLOOK (m) 1st of mo. 80 5th Ave., New York, N. Y. Official organ International Work ers Order. Ind. Est. 1939, 8i/2 by 11i/2 in., 34 pp., $1 per yr., 10c per issue. Max Bedacht, ed. Na tional labor news. Sports, Book Reviews, Women's Page. No ads. Uses mats."
INDEPENDENT TRADE UNIONS,"INDUSTRIAL WORKER (w) Sat. 2422 N. Halsted St., Chicago, Ill. Official organ Industrial Workers of the World. Ind. Est. 1909, 7 cols., 4 pp., $1.50 per yr., 5c per issue. Carl Keller, ed. Local and national labor news. No ads. Uses mats. FP."
INDEPENDENT TRADE UNIONS,"I. T. R. NEWS (m) 1st of mo. 57 Cumberland St., Woonsocket, R. I. Official organ Independent Tex tile Union. Est. 1936. Lawrence Spitz, ed. Local ads. Uses mats. 8,000 circ., estimated. FP."
INDEPENDENT TRADE UNIONS,"LOCOMOTIVE ENGINEERS JOURNAL (m) 1st of mo. Edit. add., Brotherhood of Locomotive Engi neers Bldg., Cleveland, Ohio. Pubn. add., 404 N. Wesley Ave., Mount Morris, Ill. Official organ Brotherhood of Locomotive Engineers Union. Ind. Est. 1866, 8 by 12 in., 80 pp., $1.50 per yr., 15c per issue. P. M. Smith, ed. National labor and general news. Women's Dep't. Local and national ads. Uses mats. 60,218 circ., estimated."
INDEPENDENT TRADE UNIONS,"MESA EDUCATOR, THE (m) 1st of mo. 317 B Boulevard, Detroit, Mich. Official organ Mechanics Educational Society of America. Ind. Est. 1936, 4 cols., 8 pp. George Bocker, ed. Local and national labor news, national general news. No ads. Uses mats. 25,000 circ., estimated."
INDEPENDENT TRADE UNIONS,"POSTAL ALLIANCE, THE (m) 1st of mo. 2629 S. Compton Ave., St. Louis, Mo. Official organ National Alliance of Postal Employees. Ind. Est. 1913, 8i/2 by 11 in., 16 pp., $1 per yr. J. B. Brown, Jr., ed. National labor news. Women's page. Local ads. . 40,000 circ., estimated. ANP."
INDEPENDENT TRADE UNIONS,"POSTAL SUPERVISOR, THE (m) 15th of mo. 2238 Blvd. Napoleon, Louisville, Ky. Official organ The National Association of Postal Supervisors. Ind. Est. 1910, 9 by 12 in., $1 per yr. J. J. Fields, ed. National labor news. Comics, Women's Auxiliary. National ads. Uses mats. 125 circ., publisher's report Ìà®ÕÌÒ paid. 8,000 circ., publisher's report Ìà®ÕÌÒ free list."
INDEPENDENT TRADE UNIONS,"POSTMASTERS' ADVOCATE (m) 1st of mo. 1110 F St. N. W., Washington, D. C. Official organ Na tional League of District Postmasters of the United States. Ind. Est. 1895, 2 cols., $1.50 per yr. V. H. Stonesifer, ed."
INDEPENDENT TRADE UNIONS,"POST OFFICE CLERK, THE (q) 1st of mo. Edit. add., Colorado Bldg., Washington, D. C. Pubn. add., 373 E. 148th St., New York, N. Y. Official organ United National Association of Post Office Clerks. Ind., Est. 1900, 8i/2 by 11i/2 in., 70 pp. av., 50c per yr., 15c per issue. T. P. Bussier, ed. Local and national labor news. Radio, Auxiliary News. Local and national ads. Uses mats. 35,000 circ., esti mated."
INDEPENDENT TRADE UNIONS,"RAILWAY CONDUCTOR, THE (m) 1st of mo. O. H. C. Bldg., Cedar Rapids, Iowa. Official organ Order of Railway Conductors of America. Ind. Est. 1884, 8i/2 by 11i/3 in., 31 pp., $1.50 per yr. J. R. T. Rives, ed. National labor and general news. Con sumer notes. Local and national ads. Uses mats. 36,232 circ., estimated."
INDEPENDENT TRADE UNIONS,"UNION HERALD, THE (m) 1st of mo. Red Lion, Pa. Official organ Allied Woodworkers Union. Est. 1933. Clarence McCleary, ed. Local ads. Uses mats. 3,000 circ., estimated. UNS."
